locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDJNIECG_01113	CDS	1176	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DDJNIECG_01114	CDS	3393				hypothetical protein
DDJNIECG_01115	CDS	303				hypothetical protein
DDJNIECG_01116	CDS	219	gerPF_1			putative spore germination protein GerPF
DDJNIECG_01117	CDS	402	gerPE			putative spore germination protein GerPE
DDJNIECG_01118	CDS	177	gerPD			putative spore germination protein GerPD
DDJNIECG_01119	CDS	618	gerPC			putative spore germination protein GerPC
DDJNIECG_01120	CDS	234	gerPB			putative spore germination protein GerPB
DDJNIECG_01121	CDS	222	gerPA			putative spore germination protein GerPA
DDJNIECG_01122	CDS	171	yisI	3.1.3.-		Aspartyl-phosphate phosphatase YisI
DDJNIECG_01123	CDS	924	cotH_1		COG5337	Inner spore coat protein H
DDJNIECG_01124	CDS	906	yisK		COG0179	putative protein YisK
DDJNIECG_01125	CDS	357				hypothetical protein
DDJNIECG_01126	CDS	2685	wprA	3.4.21.-	COG1404	Cell wall-associated protease
DDJNIECG_01127	CDS	564				hypothetical protein
DDJNIECG_01128	CDS	1845	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
DDJNIECG_01129	CDS	510	yizA		COG2318	putative protein YizA
DDJNIECG_01130	CDS	804	yisP	2.5.1.-	COG1562	Putative phytoene/squalene synthase YisP
DDJNIECG_01131	CDS	1368	yeeO		COG0534	putative FMN/FAD exporter YeeO
DDJNIECG_01132	CDS	864	araC			Arabinose operon regulatory protein
DDJNIECG_01133	CDS	1014	degA		COG1609	HTH-type transcriptional regulator DegA
DDJNIECG_01134	CDS	1029	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
DDJNIECG_01135	CDS	510				hypothetical protein
DDJNIECG_01136	CDS	612	argO		COG1279	Arginine exporter protein ArgO
DDJNIECG_01137	CDS	1449	norG_2		COG1167	HTH-type transcriptional regulator NorG
DDJNIECG_01138	CDS	639				hypothetical protein
DDJNIECG_01139	CDS	807		3.1.1.2		Arylesterase
DDJNIECG_01140	CDS	600	cysC_1	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
DDJNIECG_01141	CDS	1170	sat_1	2.7.7.4	COG2046	Sulfate adenylyltransferase
DDJNIECG_01142	CDS	711	cysH_1	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
DDJNIECG_01143	CDS	687	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
DDJNIECG_01144	CDS	759	yitD	4.4.1.19	COG1809	Phosphosulfolactate synthase
DDJNIECG_01145	CDS	630				hypothetical protein
DDJNIECG_01146	CDS	1116	yitF	5.-.-.-	COG4948	Putative isomerase YitF
DDJNIECG_01147	CDS	1269	ymfD_1			Bacillibactin exporter
DDJNIECG_01148	CDS	849				hypothetical protein
DDJNIECG_01149	CDS	450				hypothetical protein
DDJNIECG_01150	CDS	1839	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
DDJNIECG_01151	CDS	492				hypothetical protein
DDJNIECG_01152	CDS	849	cvfB			Conserved virulence factor B
DDJNIECG_01153	CDS	585	sdpC_1			Sporulation delaying protein C
DDJNIECG_01154	CDS	678	sdpB_1			Sporulation-delaying protein SdpB
DDJNIECG_01155	CDS	537				hypothetical protein
DDJNIECG_01156	CDS	348				hypothetical protein
DDJNIECG_01157	CDS	588				hypothetical protein
DDJNIECG_01158	CDS	294				hypothetical protein
DDJNIECG_01159	CDS	1617	nprB	3.4.24.-	COG3227	Neutral protease B
DDJNIECG_01160	CDS	852			COG1307	Fatty acid-binding protein
DDJNIECG_01161	CDS	843				hypothetical protein
DDJNIECG_01162	CDS	456				hypothetical protein
DDJNIECG_01163	CDS	147				hypothetical protein
DDJNIECG_01164	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
DDJNIECG_01165	CDS	768				hypothetical protein
DDJNIECG_01166	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT
DDJNIECG_01167	CDS	171				hypothetical protein
DDJNIECG_01168	CDS	1431	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
DDJNIECG_01169	CDS	540	mdtG_2			Multidrug resistance protein MdtG
DDJNIECG_01170	CDS	1038	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
DDJNIECG_01171	CDS	1221	argJ			Arginine biosynthesis bifunctional protein ArgJ
DDJNIECG_01172	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
DDJNIECG_01173	CDS	1158	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
DDJNIECG_01174	CDS	1062	carA_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
DDJNIECG_01175	CDS	3093	carB_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
DDJNIECG_01176	CDS	960	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
DDJNIECG_01177	CDS	180				hypothetical protein
DDJNIECG_01178	CDS	186				hypothetical protein
DDJNIECG_01179	CDS	735				hypothetical protein
DDJNIECG_01180	CDS	558				hypothetical protein
DDJNIECG_01181	CDS	954				Purine-binding protein
DDJNIECG_01182	CDS	192				hypothetical protein
DDJNIECG_01183	CDS	234				hypothetical protein
DDJNIECG_01184	CDS	939	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
DDJNIECG_01185	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DDJNIECG_01186	CDS	786				hypothetical protein
DDJNIECG_01187	CDS	987	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
DDJNIECG_01188	CDS	990	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
DDJNIECG_01189	CDS	492	appA_1			Oligopeptide-binding protein AppA
DDJNIECG_01190	CDS	1152	appA_2			Oligopeptide-binding protein AppA
DDJNIECG_01191	CDS	951	dppB_1		COG0601	Dipeptide transport system permease protein DppB
DDJNIECG_01192	CDS	912	dppC_1		COG1173	Dipeptide transport system permease protein DppC
DDJNIECG_01193	CDS	753				hypothetical protein
DDJNIECG_01194	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DDJNIECG_01195	CDS	1638	oppA		COG4166	Oligopeptide-binding protein OppA
DDJNIECG_01196	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
DDJNIECG_01197	CDS	918	oppC		COG1173	Oligopeptide transport system permease protein OppC
DDJNIECG_01198	CDS	1068	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
DDJNIECG_01199	CDS	918	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
DDJNIECG_01200	CDS	1110				hypothetical protein
DDJNIECG_01201	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
DDJNIECG_01202	CDS	396	spxA		COG1393	Regulatory protein Spx
DDJNIECG_01203	CDS	657				hypothetical protein
DDJNIECG_01204	CDS	657	mecA		COG4862	Adapter protein MecA 1
DDJNIECG_01205	CDS	1152	coiA		COG4469	Competence protein CoiA
DDJNIECG_01206	CDS	2013	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
DDJNIECG_01207	CDS	168				hypothetical protein
DDJNIECG_01208	CDS	204				hypothetical protein
DDJNIECG_01209	CDS	900				hypothetical protein
DDJNIECG_01210	CDS	399	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
DDJNIECG_01211	CDS	735	mltF			Membrane-bound lytic murein transglycosylase F
DDJNIECG_01212	CDS	573	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
DDJNIECG_01213	CDS	369				hypothetical protein
DDJNIECG_01214	CDS	636	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
DDJNIECG_01215	CDS	801	ppnKA	2.7.1.23	COG0061	NAD kinase 1
DDJNIECG_01216	CDS	900				hypothetical protein
DDJNIECG_01217	CDS	735	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
DDJNIECG_01218	CDS	1845	kefB			Glutathione-regulated potassium-efflux system protein KefB
DDJNIECG_01219	CDS	711	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
DDJNIECG_01220	CDS	618	tenI	5.3.99.10	COG0352	Thiazole tautomerase
DDJNIECG_01221	CDS	1110	thiO_1	1.4.3.19	COG0665	Glycine oxidase
DDJNIECG_01222	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
DDJNIECG_01223	CDS	765	thiG	2.8.1.10	COG2022	Thiazole synthase
DDJNIECG_01224	CDS	1011				hypothetical protein
DDJNIECG_01225	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DDJNIECG_01226	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DDJNIECG_01227	CDS	678				hypothetical protein
DDJNIECG_01228	CDS	447	cotZ			Spore coat protein Z
DDJNIECG_01229	CDS	489	cotY			Spore coat protein Y
DDJNIECG_01230	CDS	519	cotX			Spore coat protein X
DDJNIECG_01231	CDS	318	cotW			Spore coat protein W
DDJNIECG_01232	CDS	387	cotV			Spore coat protein V
DDJNIECG_01233	CDS	357	yjcA			Sporulation protein YjcA
DDJNIECG_01234	CDS	207				hypothetical protein
DDJNIECG_01235	CDS	150				hypothetical protein
DDJNIECG_01236	CDS	255				hypothetical protein
DDJNIECG_01237	CDS	2280	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
DDJNIECG_01238	CDS	255				hypothetical protein
DDJNIECG_01239	CDS	423	yjcF_1	2.3.1.-		putative N-acetyltransferase YjcF
DDJNIECG_01240	CDS	516	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
DDJNIECG_01241	CDS	723				hypothetical protein
DDJNIECG_01242	CDS	1146	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
DDJNIECG_01243	CDS	1173	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
DDJNIECG_01244	CDS	546				hypothetical protein
DDJNIECG_01245	CDS	1191				hypothetical protein
DDJNIECG_01246	tRNA	75				tRNA-Val(gac)
DDJNIECG_01247	CDS	159				hypothetical protein
DDJNIECG_01248	CDS	1230				hypothetical protein
DDJNIECG_01249	CDS	321				hypothetical protein
DDJNIECG_01250	CDS	132				hypothetical protein
DDJNIECG_01251	CDS	174				hypothetical protein
DDJNIECG_01252	CDS	462				hypothetical protein
DDJNIECG_01253	CDS	504				hypothetical protein
DDJNIECG_01254	CDS	285	yjcQ			putative protein YjcQ
DDJNIECG_01255	CDS	528				hypothetical protein
DDJNIECG_01256	CDS	282	yjcS		COG1359	putative protein YjcS
DDJNIECG_01257	CDS	756	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DDJNIECG_01258	CDS	348	yjdB		COG5492	putative protein YjdB
DDJNIECG_01259	CDS	1947	manR		COG1762	Transcriptional regulator ManR
DDJNIECG_01260	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
DDJNIECG_01261	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
DDJNIECG_01262	CDS	414	yjdF			putative protein YjdF
DDJNIECG_01263	CDS	507				hypothetical protein
DDJNIECG_01264	CDS	396				hypothetical protein
DDJNIECG_01265	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
DDJNIECG_01266	CDS	195				hypothetical protein
DDJNIECG_01267	CDS	330				hypothetical protein
DDJNIECG_01268	CDS	963	ctaB1	2.5.1.-	COG0109	Protoheme IX farnesyltransferase 1
DDJNIECG_01269	CDS	249	cotT			Spore coat protein T
DDJNIECG_01270	CDS	1401	pdaC	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
DDJNIECG_01271	CDS	474				hypothetical protein
DDJNIECG_01272	CDS	168	yjfB			putative protein YjfB
DDJNIECG_01273	CDS	900				hypothetical protein
DDJNIECG_01274	CDS	279				hypothetical protein
DDJNIECG_01275	CDS	576	yjgB			putative protein YjgB
DDJNIECG_01276	CDS	2958		1.17.1.9		Putative formate dehydrogenase
DDJNIECG_01277	CDS	561				hypothetical protein
DDJNIECG_01278	CDS	642	yjhA			putative lipoprotein YjhA
DDJNIECG_01279	CDS	618				hypothetical protein
DDJNIECG_01280	CDS	279				hypothetical protein
DDJNIECG_01281	CDS	1191	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
DDJNIECG_01282	CDS	1179	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
DDJNIECG_01283	CDS	189				hypothetical protein
DDJNIECG_01284	CDS	813				hypothetical protein
DDJNIECG_01285	CDS	753	fetB		COG0390	putative iron export permease protein FetB
DDJNIECG_01286	CDS	753	glnQ_1			Glutamine transport ATP-binding protein GlnQ
DDJNIECG_01287	CDS	975				hypothetical protein
DDJNIECG_01288	CDS	498				hypothetical protein
DDJNIECG_01289	CDS	423	yjlC		COG2427	putative protein YjlC
DDJNIECG_01290	CDS	1179	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
DDJNIECG_01291	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
DDJNIECG_01292	CDS	1380	yjmB		COG2211	putative symporter YjmB
DDJNIECG_01293	CDS	1014	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
DDJNIECG_01294	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
DDJNIECG_01295	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
DDJNIECG_01296	CDS	837	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
DDJNIECG_01297	CDS	1269	exuT			Hexuronate transporter
DDJNIECG_01298	CDS	1002	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
DDJNIECG_01299	CDS	1443	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
DDJNIECG_01300	CDS	1494	uxaA	4.2.1.7	COG2721	Altronate dehydratase
DDJNIECG_01301	CDS	765				hypothetical protein
DDJNIECG_01302	CDS	465	yjoA		COG2318	putative protein YjoA
DDJNIECG_01303	CDS	1272	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
DDJNIECG_01304	CDS	1131	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
DDJNIECG_01305	CDS	135				hypothetical protein
DDJNIECG_01306	CDS	258				hypothetical protein
DDJNIECG_01307	CDS	954	cwlA_1	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
DDJNIECG_01308	CDS	378				hypothetical protein
DDJNIECG_01309	CDS	603				hypothetical protein
DDJNIECG_01310	CDS	837	ydbD_2	1.11.1.6	COG3546	putative manganese catalase
DDJNIECG_01311	CDS	597				hypothetical protein
DDJNIECG_01312	CDS	342	xre_1		COG1396	HTH-type transcriptional regulator Xre
DDJNIECG_01313	CDS	180				hypothetical protein
DDJNIECG_01314	CDS	837				hypothetical protein
DDJNIECG_01315	CDS	636	dnaA_2			Chromosomal replication initiator protein DnaA
DDJNIECG_01316	CDS	168				hypothetical protein
DDJNIECG_01317	CDS	351				hypothetical protein
DDJNIECG_01318	CDS	207				hypothetical protein
DDJNIECG_01319	CDS	510				hypothetical protein
DDJNIECG_01320	CDS	798				hypothetical protein
DDJNIECG_01321	CDS	1302				hypothetical protein
DDJNIECG_01322	CDS	1488				hypothetical protein
DDJNIECG_01323	CDS	828	yqbD_1			putative protein YqbD
DDJNIECG_01324	CDS	936	xkdG_1			Phage-like element PBSX protein XkdG
DDJNIECG_01325	CDS	384	yqbG_1			putative protein YqbG
DDJNIECG_01326	CDS	357	xkdH_1			Phage-like element PBSX protein XkdH
DDJNIECG_01327	CDS	486				hypothetical protein
DDJNIECG_01328	CDS	441				hypothetical protein
DDJNIECG_01329	CDS	1401				hypothetical protein
DDJNIECG_01330	CDS	444	xkdM_1			Phage-like element PBSX protein XkdM
DDJNIECG_01331	CDS	447	yqbN_1			putative protein YqbN
DDJNIECG_01332	CDS	3816	yqbO_1		COG3953	putative protein YqbO
DDJNIECG_01333	CDS	660				hypothetical protein
DDJNIECG_01334	CDS	978				hypothetical protein
DDJNIECG_01335	CDS	267				hypothetical protein
DDJNIECG_01336	CDS	426				hypothetical protein
DDJNIECG_01337	CDS	1047				hypothetical protein
DDJNIECG_01338	CDS	579				hypothetical protein
DDJNIECG_01339	CDS	273				hypothetical protein
DDJNIECG_01340	CDS	2064				hypothetical protein
DDJNIECG_01341	CDS	330	xkdW_1			Phage-like element PBSX protein XkdW
DDJNIECG_01342	CDS	165				hypothetical protein
DDJNIECG_01343	CDS	840				hypothetical protein
DDJNIECG_01344	CDS	270				hypothetical protein
DDJNIECG_01345	CDS	264				hypothetical protein
DDJNIECG_01346	CDS	894	xlyA	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
DDJNIECG_01347	CDS	171	spoIISB			Stage II sporulation protein SB
DDJNIECG_01348	CDS	747	spoIISA			Stage II sporulation protein SA
DDJNIECG_01349	CDS	1002				hypothetical protein
DDJNIECG_01350	CDS	618				hypothetical protein
DDJNIECG_01351	CDS	1317	steT		COG0531	Serine/threonine exchanger SteT
DDJNIECG_01352	CDS	951	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
DDJNIECG_01353	CDS	147				hypothetical protein
DDJNIECG_01354	CDS	2151				hypothetical protein
DDJNIECG_01355	CDS	972		2.4.-.-		putative glycosyltransferase
DDJNIECG_01356	CDS	177				hypothetical protein
DDJNIECG_01357	CDS	1353	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
DDJNIECG_01358	CDS	819	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
DDJNIECG_01359	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
DDJNIECG_01360	CDS	915	dppB_2		COG0601	Dipeptide transport system permease protein DppB
DDJNIECG_01361	CDS	972	dppC_2		COG1173	Dipeptide transport system permease protein DppC
DDJNIECG_01362	CDS	1008	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
DDJNIECG_01363	CDS	1632	dppE		COG4166	Dipeptide-binding protein DppE
DDJNIECG_01364	CDS	141				hypothetical protein
DDJNIECG_01365	CDS	942	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DDJNIECG_01366	CDS	1101	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
DDJNIECG_01367	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
DDJNIECG_01368	CDS	990	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
DDJNIECG_01369	CDS	1050	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
DDJNIECG_01370	CDS	861	arcA	3.5.3.6		Arginine deiminase
DDJNIECG_01371	CDS	561				hypothetical protein
DDJNIECG_01372	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
DDJNIECG_01373	CDS	225				hypothetical protein
DDJNIECG_01374	CDS	732				hypothetical protein
DDJNIECG_01375	CDS	528				hypothetical protein
DDJNIECG_01376	CDS	519				hypothetical protein
DDJNIECG_01377	CDS	339	ykkC		COG2076	Multidrug resistance protein YkkC
DDJNIECG_01378	CDS	318	ykkD		COG2076	Multidrug resistance protein YkkD
DDJNIECG_01379	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
DDJNIECG_01380	CDS	279	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
DDJNIECG_01381	CDS	243				hypothetical protein
DDJNIECG_01382	CDS	369				hypothetical protein
DDJNIECG_01383	CDS	1191	tetA_1			Tetracycline resistance protein, class C
DDJNIECG_01384	CDS	1377	tet(L)_1			tetracycline efflux MFS transporter Tet(L)
DDJNIECG_01385	CDS	861	bla	3.5.2.6		Beta-lactamase TEM
DDJNIECG_01386	CDS	903	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase 1
DDJNIECG_01387	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
DDJNIECG_01388	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
DDJNIECG_01389	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
DDJNIECG_01390	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
DDJNIECG_01391	CDS	171				hypothetical protein
DDJNIECG_01392	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
DDJNIECG_01393	CDS	2289	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
DDJNIECG_01394	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
DDJNIECG_01395	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
DDJNIECG_01396	CDS	765	ykoC			Putative HMP/thiamine permease protein YkoC
DDJNIECG_01397	CDS	1644	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
DDJNIECG_01398	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
DDJNIECG_01399	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
DDJNIECG_01400	CDS	687	mprA			Response regulator MprA
DDJNIECG_01401	CDS	1365	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DDJNIECG_01402	CDS	681				hypothetical protein
DDJNIECG_01403	CDS	513	ykoJ		COG3212	putative protein YkoJ
DDJNIECG_01404	CDS	138				hypothetical protein
DDJNIECG_01405	CDS	123				hypothetical protein
DDJNIECG_01406	CDS	1356	mgtE		COG2239	Magnesium transporter MgtE
DDJNIECG_01407	CDS	333	tnrA		COG0789	HTH-type transcriptional regulator TnrA
DDJNIECG_01408	CDS	156				hypothetical protein
DDJNIECG_01409	CDS	183	ykoL			Stress response protein YkoL
DDJNIECG_01410	CDS	465	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
DDJNIECG_01411	CDS	1122	ugtP_1	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
DDJNIECG_01412	CDS	552				hypothetical protein
DDJNIECG_01413	CDS	813	ypbG_1		COG1408	putative protein YpbG
DDJNIECG_01414	CDS	1695				hypothetical protein
DDJNIECG_01415	CDS	1014	ykoT	2.4.-.-		putative glycosyltransferase YkoT
DDJNIECG_01416	CDS	1836	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
DDJNIECG_01417	CDS	885	ku		COG1273	Non-homologous end joining protein Ku
DDJNIECG_01418	CDS	2403				hypothetical protein
DDJNIECG_01419	CDS	666				hypothetical protein
DDJNIECG_01420	CDS	975				hypothetical protein
DDJNIECG_01421	CDS	756	sigI			RNA polymerase sigma factor SigI
DDJNIECG_01422	CDS	1146	rsgI			Anti-sigma-I factor RsgI
DDJNIECG_01423	CDS	195	sspD			Small, acid-soluble spore protein D
DDJNIECG_01424	CDS	702				hypothetical protein
DDJNIECG_01425	CDS	897	htpX_2	3.4.24.-	COG0501	Protease HtpX
DDJNIECG_01426	CDS	1350	ktrB_1		COG0168	Ktr system potassium uptake protein B
DDJNIECG_01427	CDS	156				hypothetical protein
DDJNIECG_01428	CDS	177				hypothetical protein
DDJNIECG_01429	CDS	1023				hypothetical protein
DDJNIECG_01430	CDS	2217	kinE	2.7.13.3	COG2202	Sporulation kinase E
DDJNIECG_01431	CDS	498	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
DDJNIECG_01432	CDS	126				hypothetical protein
DDJNIECG_01433	CDS	1062	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
DDJNIECG_01434	CDS	1194	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
DDJNIECG_01435	CDS	780	yafV	3.5.1.3		Omega-amidase YafV
DDJNIECG_01436	CDS	1197	bacF_1	2.6.1.-	COG0436	Transaminase BacF
DDJNIECG_01437	CDS	1218	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
DDJNIECG_01438	CDS	708	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
DDJNIECG_01439	CDS	630	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
DDJNIECG_01440	CDS	537	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
DDJNIECG_01441	CDS	321				hypothetical protein
DDJNIECG_01442	CDS	258	spo0E	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
DDJNIECG_01443	CDS	432				hypothetical protein
DDJNIECG_01444	CDS	1503	kinD	2.7.13.3		Sporulation kinase D
DDJNIECG_01445	CDS	438	mhqR_2		COG1846	HTH-type transcriptional regulator MhqR
DDJNIECG_01446	CDS	786	motB_1		COG1360	Motility protein B
DDJNIECG_01447	CDS	822	pomA_1		COG1291	Chemotaxis protein PomA
DDJNIECG_01448	CDS	2100	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
DDJNIECG_01449	CDS	1044				hypothetical protein
DDJNIECG_01450	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
DDJNIECG_01451	CDS	441	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
DDJNIECG_01452	CDS	732	queE_2	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
DDJNIECG_01453	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
